Country,Global category,Overview category,Sector,Subsector,Indicator ID,Value,Source,Indicator name
Myanmar,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Myanmar,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Myanmar,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Myanmar,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Myanmar,Overview,UNFCCC Process,,,pa_ratified_date,19-Sep-16,CAIT,Date of ratification
Myanmar,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Namibia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Namibia,Overview,UNFCCC Process,,,submission_date,9/21/2016,CAIT,Latest submission date
Namibia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Namibia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Namibia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Namibia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Namibia,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Namibia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Nauru,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Nauru,Overview,UNFCCC Process,,,submission_date,4/7/2016,CAIT,Latest submission date
Nauru,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Nauru,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Nauru,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Nauru,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Nauru,Overview,UNFCCC Process,,,pa_ratified_date,22-Apr-16,CAIT,Date of ratification
Nauru,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Nepal,Overview,UNFCCC Process,,,revised,Yes,CAIT,Revised from previous submission
Nepal,Overview,UNFCCC Process,,,submission_date,10/5/2016,CAIT,Latest submission date
Nepal,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Nepal,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Nepal,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Nepal,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Nepal,Overview,UNFCCC Process,,,pa_ratified_date,5-Oct-16,CAIT,Date of ratification
Nepal,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Netherlands,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Netherlands,Overview,UNFCCC Process,,,submission_date,7/28/2017,CAIT,Latest submission date
Netherlands,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Netherlands,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Netherlands,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Netherlands,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Netherlands,Overview,UNFCCC Process,,,pa_ratified_date,28-Jul-17,CAIT,Date of ratification
Netherlands,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
New Zealand,Overview,UNFCCC Process,,,revised,Yes,CAIT,Revised from previous submission
New Zealand,Overview,UNFCCC Process,,,submission_date,10/5/2016,CAIT,Latest submission date
New Zealand,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
New Zealand,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
New Zealand,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
New Zealand,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
New Zealand,Overview,UNFCCC Process,,,pa_ratified_date,4-Oct-16,CAIT,Date of ratification
New Zealand,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Nicaragua,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Nicaragua,Overview,UNFCCC Process,,,submission_date,9/3/2018,CAIT,Latest submission date
Nicaragua,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Nicaragua,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Nicaragua,Overview,UNFCCC Process,,,pa_sign,No,CAIT,Signed
Nicaragua,Overview,UNFCCC Process,,,pa_ratified_date,23-Oct-17,CAIT,Date of ratification
Nicaragua,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Niger,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Niger,Overview,UNFCCC Process,,,submission_date,9/21/2016,CAIT,Latest submission date
Niger,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Niger,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Niger,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Niger,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Niger,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Niger,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Nigeria,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Nigeria,Overview,UNFCCC Process,,,submission_date,5/16/2017,CAIT,Latest submission date
Nigeria,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Nigeria,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Nigeria,Overview,UNFCCC Process,,,pa_sign_date,22-Sep-16,CAIT,Date of signature
Nigeria,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Nigeria,Overview,UNFCCC Process,,,pa_ratified_date,16-May-17,CAIT,Date of ratification
Nigeria,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Niue,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Niue,Overview,UNFCCC Process,,,submission_date,10/28/2016,CAIT,Latest submission date
Niue,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Niue,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Niue,Overview,UNFCCC Process,,,pa_sign_date,29-Oct-16,CAIT,Date of signature
Niue,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Niue,Overview,UNFCCC Process,,,pa_ratified_date,28-Oct-16,CAIT,Date of ratification
Niue,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
North Korea,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
North Korea,Overview,UNFCCC Process,,,submission_date,10/7/2016,CAIT,Latest submission date
North Korea,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
North Korea,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
North Korea,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
North Korea,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
North Korea,Overview,UNFCCC Process,,,pa_ratified_date,1-Aug-16,CAIT,Date of ratification
North Korea,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Norway,Overview,UNFCCC Process,,,revised,Yes,CAIT,Revised from previous submission
Norway,Overview,UNFCCC Process,,,submission_date,2/7/2020,CAIT,Latest submission date
Norway,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Norway,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Norway,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Norway,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Norway,Overview,UNFCCC Process,,,pa_ratified_date,20-Jun-16,CAIT,Date of ratification
Norway,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Oman,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Oman,Overview,UNFCCC Process,,,submission_date,5/22/2019,CAIT,Latest submission date
Oman,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Oman,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Oman,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Oman,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Oman,Overview,UNFCCC Process,,,pa_ratified_date,22-May-19,CAIT,Date of ratification
Oman,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Pakistan,Overview,UNFCCC Process,,,revised,Yes,CAIT,Revised from previous submission
Pakistan,Overview,UNFCCC Process,,,submission_date,11/10/2016,CAIT,Latest submission date
Pakistan,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Pakistan,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Pakistan,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Pakistan,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Pakistan,Overview,UNFCCC Process,,,pa_ratified_date,10-Nov-16,CAIT,Date of ratification
Pakistan,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Palau,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Palau,Overview,UNFCCC Process,,,submission_date,4/22/2016,CAIT,Latest submission date
Palau,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Palau,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Palau,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Palau,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Palau,Overview,UNFCCC Process,,,pa_ratified_date,22-Apr-16,CAIT,Date of ratification
Palau,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Palestine,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Palestine,Overview,UNFCCC Process,,,submission_date,8/21/2017,CAIT,Latest submission date
Palestine,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Palestine,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Palestine,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Palestine,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Palestine,Overview,UNFCCC Process,,,pa_ratified_date,22-Apr-16,CAIT,Date of ratification
Palestine,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Panama,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Panama,Overview,UNFCCC Process,,,submission_date,4/19/2016,CAIT,Latest submission date
Panama,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Panama,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Panama,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Panama,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Panama,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Panama,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Papua New Guinea,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Papua New Guinea,Overview,UNFCCC Process,,,submission_date,3/24/2016,CAIT,Latest submission date
Papua New Guinea,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Papua New Guinea,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Papua New Guinea,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Papua New Guinea,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Papua New Guinea,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Papua New Guinea,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Paraguay,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Paraguay,Overview,UNFCCC Process,,,submission_date,10/14/2016,CAIT,Latest submission date
Paraguay,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Paraguay,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Paraguay,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Paraguay,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Paraguay,Overview,UNFCCC Process,,,pa_ratified_date,14-Oct-16,CAIT,Date of ratification
Paraguay,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Peru,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Peru,Overview,UNFCCC Process,,,submission_date,7/25/2016,CAIT,Latest submission date
Peru,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Peru,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Peru,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Peru,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Peru,Overview,UNFCCC Process,,,pa_ratified_date,25-Jul-16,CAIT,Date of ratification
Peru,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Philippines,Overview,UNFCCC Process,,,revised,No NDC submited yet,CAIT,Revised from previous submission
Philippines,Overview,UNFCCC Process,,,submission_date,10/1/2015,CAIT,Latest submission date
Philippines,Overview,UNFCCC Process,,,submission,INDC Submitted,CAIT,Latest submission
Philippines,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Philippines,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Philippines,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Philippines,Overview,UNFCCC Process,,,pa_ratified_date,23-Mar-17,CAIT,Date of ratification
Philippines,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Poland,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Poland,Overview,UNFCCC Process,,,submission_date,10/7/2016,CAIT,Latest submission date
Poland,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Poland,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Poland,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Poland,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Poland,Overview,UNFCCC Process,,,pa_ratified_date,7-Oct-16,CAIT,Date of ratification
Poland,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Portugal,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Portugal,Overview,UNFCCC Process,,,submission_date,10/5/2016,CAIT,Latest submission date
Portugal,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Portugal,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Portugal,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Portugal,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Portugal,Overview,UNFCCC Process,,,pa_ratified_date,5-Oct-16,CAIT,Date of ratification
Portugal,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Qatar,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Qatar,Overview,UNFCCC Process,,,submission_date,6/23/2017,CAIT,Latest submission date
Qatar,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Qatar,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Qatar,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Qatar,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Qatar,Overview,UNFCCC Process,,,pa_ratified_date,23-Jun-17,CAIT,Date of ratification
Qatar,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Republic of Congo,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Republic of Congo,Overview,UNFCCC Process,,,submission_date,4/21/2017,CAIT,Latest submission date
Republic of Congo,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Republic of Congo,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Republic of Congo,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Republic of Congo,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Republic of Congo,Overview,UNFCCC Process,,,pa_ratified_date,21-Apr-17,CAIT,Date of ratification
Republic of Congo,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Romania,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Romania,Overview,UNFCCC Process,,,submission_date,6/1/2017,CAIT,Latest submission date
Romania,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Romania,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Romania,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Romania,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Romania,Overview,UNFCCC Process,,,pa_ratified_date,1-Jun-17,CAIT,Date of ratification
Romania,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Russia,Overview,UNFCCC Process,,,revised,No NDC submited yet,CAIT,Revised from previous submission
Russia,Overview,UNFCCC Process,,,submission_date,4/1/2015,CAIT,Latest submission date
Russia,Overview,UNFCCC Process,,,submission,INDC Submitted,CAIT,Latest submission
Russia,Overview,UNFCCC Process,,,pa_status,Signed Agreement,CAIT,Status of ratification
Russia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Russia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Russia,Overview,UNFCCC Process,,,pa_ratified,No,CAIT,Ratified
Rwanda,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Rwanda,Overview,UNFCCC Process,,,submission_date,10/6/2016,CAIT,Latest submission date
Rwanda,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Rwanda,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Rwanda,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Rwanda,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Rwanda,Overview,UNFCCC Process,,,pa_ratified_date,6-Oct-16,CAIT,Date of ratification
Rwanda,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Saint Kitts and Nevis,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Saint Kitts and Nevis,Overview,UNFCCC Process,,,submission_date,4/22/2016,CAIT,Latest submission date
Saint Kitts and Nevis,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Saint Kitts and Nevis,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Saint Kitts and Nevis,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Saint Kitts and Nevis,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Saint Kitts and Nevis,Overview,UNFCCC Process,,,pa_ratified_date,22-Apr-16,CAIT,Date of ratification
Saint Kitts and Nevis,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Saint Lucia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Saint Lucia,Overview,UNFCCC Process,,,submission_date,4/22/2016,CAIT,Latest submission date
Saint Lucia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Saint Lucia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Saint Lucia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Saint Lucia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Saint Lucia,Overview,UNFCCC Process,,,pa_ratified_date,22-Apr-16,CAIT,Date of ratification
Saint Lucia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Saint Vincent and the Grenadines,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Saint Vincent and the Grenadines,Overview,UNFCCC Process,,,submission_date,6/29/2016,CAIT,Latest submission date
Saint Vincent and the Grenadines,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Saint Vincent and the Grenadines,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Saint Vincent and the Grenadines,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Saint Vincent and the Grenadines,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Saint Vincent and the Grenadines,Overview,UNFCCC Process,,,pa_ratified_date,29-Jun-16,CAIT,Date of ratification
Saint Vincent and the Grenadines,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Samoa,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Samoa,Overview,UNFCCC Process,,,submission_date,4/22/2016,CAIT,Latest submission date
Samoa,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Samoa,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Samoa,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Samoa,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Samoa,Overview,UNFCCC Process,,,pa_ratified_date,22-Apr-16,CAIT,Date of ratification
Samoa,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
San Marino,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
San Marino,Overview,UNFCCC Process,,,submission_date,9/26/2018,CAIT,Latest submission date
San Marino,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
San Marino,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
San Marino,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
San Marino,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
San Marino,Overview,UNFCCC Process,,,pa_ratified_date,26-Sep-18,CAIT,Date of ratification
San Marino,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Sao Tome and Principe,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Sao Tome and Principe,Overview,UNFCCC Process,,,submission_date,11/2/2016,CAIT,Latest submission date
Sao Tome and Principe,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Sao Tome and Principe,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Sao Tome and Principe,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Sao Tome and Principe,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Sao Tome and Principe,Overview,UNFCCC Process,,,pa_ratified_date,2-Nov-16,CAIT,Date of ratification
Sao Tome and Principe,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Saudi Arabia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Saudi Arabia,Overview,UNFCCC Process,,,submission_date,11/3/2016,CAIT,Latest submission date
Saudi Arabia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Saudi Arabia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Saudi Arabia,Overview,UNFCCC Process,,,pa_sign_date,3-Nov-16,CAIT,Date of signature
Saudi Arabia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Saudi Arabia,Overview,UNFCCC Process,,,pa_ratified_date,3-Nov-16,CAIT,Date of ratification
Saudi Arabia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Senegal,Overview,UNFCCC Process,,,revised,No NDC submited yet,CAIT,Revised from previous submission
Senegal,Overview,UNFCCC Process,,,submission_date,9/26/2015,CAIT,Latest submission date
Senegal,Overview,UNFCCC Process,,,submission,INDC Submitted,CAIT,Latest submission
Senegal,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Senegal,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Senegal,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Senegal,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Senegal,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Serbia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Serbia,Overview,UNFCCC Process,,,submission_date,7/25/2017,CAIT,Latest submission date
Serbia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Serbia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Serbia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Serbia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Serbia,Overview,UNFCCC Process,,,pa_ratified_date,25-Jul-17,CAIT,Date of ratification
Serbia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Seychelles,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Seychelles,Overview,UNFCCC Process,,,submission_date,4/29/2016,CAIT,Latest submission date
Seychelles,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Seychelles,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Seychelles,Overview,UNFCCC Process,,,pa_sign_date,25-Apr-16,CAIT,Date of signature
Seychelles,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Seychelles,Overview,UNFCCC Process,,,pa_ratified_date,29-Apr-16,CAIT,Date of ratification
Seychelles,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Sierra Leone,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Sierra Leone,Overview,UNFCCC Process,,,submission_date,11/1/2016,CAIT,Latest submission date
Sierra Leone,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Sierra Leone,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Sierra Leone,Overview,UNFCCC Process,,,pa_sign_date,22-Sep-16,CAIT,Date of signature
Sierra Leone,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Sierra Leone,Overview,UNFCCC Process,,,pa_ratified_date,1-Nov-16,CAIT,Date of ratification
Sierra Leone,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Singapore,Overview,UNFCCC Process,,,revised,Yes,CAIT,Revised from previous submission
Singapore,Overview,UNFCCC Process,,,submission_date,3/31/2020,CAIT,Latest submission date
Singapore,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Singapore,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Singapore,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Singapore,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
