Type;Description;Is GHG Target?;Year;Base Year Period;Is Single Year Target?;Source;Geography;Geography ISO;Sector;Scopes;Events
intensity_target;No more than 78% of GDP-specific energy intensity by end of Phase 1, no more than 57% by end of Phase 2 (no specific date), and no more than 44% by 2030 against a 2005 baseline;No;2030;2005;No;law;Russia;RUS;Energy;Energy Intensity;
fixed_level_target;Increase in the share of non-fuel energy in the primary energy consumption from 11% up to 13�14% by 2030 against a 2005 baseline;No;2030;2005;No;law;Russia;RUS;Energy;Fuels;
base_year_target;No more than 83% of emissions by end of phase 1, no more than 90% by the end of phase 2, and no more than 105% by 2030 against a 2005 baseline;No;2030;2005;No;law;Russia;RUS;Energy;Energy Efficiency;
base_year_target;Decrease of at least 2% in specific fuel consumption for heat generation by boiler rooms by end of phase 1, decrease of at least 6% by end of phase 2, and decrease of at least 10% by 2030 against a 2005 baseline;No;2030;2005;No;law;Russia;RUS;Energy;Fuels;
fixed_level_target;38% of non-fuel energy by 2030;No;2030;N/A;No;law;Russia;RUS;Energy;Fuels;
base_year_target;Limit GHG emissions to 70-75% of 1990 levels by 2030;No;2030;1990;No;ndc;Russia;RUS;Economy-wide;Economy Wide;
base_year_target;30% forest cover of national land area by 2020;No;2020;2020;No;law;Rwanda;RWA;LULUCF;Afforestation;
baseline_scenario_target;Emission reductions by 2030 compared to the BAU scenario, not quantified reduction target mentioned.;No;2030;business as usual scenario;No;ndc;Rwanda;RWA;Economy-wide;Economy Wide;
;All the existing 53 gauging stations will be upgraded to automated real time data stations by 2030;No;2030;;No;ndc;Rwanda;RWA;;Climate Services;
;Relocate additional 30 000 households from high risk zones by 2030;No;2030;;No;ndc;Rwanda;RWA;Disaster Risk Management (Drm);Disaster Preparedness;
;Reduce the plot size for single family houses from current 600 m2 to 300 m2 by 2016 and to 225 m2 by 2030;No;2030;;No;ndc;Rwanda;RWA;LULUCF;Sustainable Land Management;
;Achieve an overall 30% sustained forest cover of the total national land surface by 2030 from 28.8% in 2013;No;2030;;No;ndc;Rwanda;RWA;LULUCF;Sustainable Forest Management;
;Organic waste use through composting, currently used at a small scale, will  be implemented to reach 100% of the households involved in agriculture production countrywide by 2030;No;2030;;No;ndc;Rwanda;RWA;Agriculture;Land And Soil Management;
;The overall target of the new irrigation programme is to reach 11% by 2030;No;2030;;No;ndc;Rwanda;RWA;Agriculture;Irrigation;
;Group based organizations involved in agriculture production and running agro processing facilities reach 90% of the total operating group based organizations in 2030|Installed capacity of agro processing installations is to reach 1,200,000 MT by 2030 from 400,000 MT12 in 2014|100% of farmers with access to services for post harvest treatment and storage of food crops|Reduce post harvest losses to at least 1% by 2030 from 10.4%, 27.4% and 8.3% in 2014 for maize, beans and rice respectively;No;2030;;No;ndc;Rwanda;RWA;Agriculture;Food Security;
intensity_target;100% of the households involved in agriculture production will be implementing agro forestry sustainable food production by 2030|Development and implementation of an intensive agroforestry programme with a target of covering 100% of arable land by 2030;No;2030;;No;ndc;Rwanda;RWA;Agriculture;Agroecology;
;Reduction in wood use resulting in 5.77 MtCO2e less emissions by 2030;No;2030;;No;ndc;Rwanda;RWA;LULUCF;Sustainable Forest Management;
;17 km BRT main corridor construction and 6 modern interchanges;No;;;No;ndc;Rwanda;RWA;Transportation;BRT;
;100% improved cook stoves in all households by 2030;No;2030;;No;ndc;Rwanda;RWA;Energy;Clean Cooking And Heating: Efficient Cookstoves;
;Reduce grid losses from 23% to 7.8% by 2030;No;2030;;No;ndc;Rwanda;RWA;Energy;Supply-Side Efficiency: Grid/Energy Loss Reduction;
;100 solar PV mini-grids in rural areas (capacity of up to 9.4 MWp);No;;;No;ndc;Rwanda;RWA;Energy;Mini-Grids;
;35,000 installation of domestic biogas digesters by 2030;;;;;;;;;;
baseline_scenario_target;22% reduction for 2025 and 35% reduction for 2030 in GHG emissions compared to the BAU scenario;No;2030;business as usual scenario;No;ndc;Saint Kitts and Nevis;KNA;Economy-wide;Economy Wide;
;75% of public, schools and abbatoir;No;;;No;ndc;Saint Kitts and Nevis;KNA;Water;Water Efficiency;
;100% of additional water production|Increase 5% of actual production|50% of water demand from tourism|Reduce 15% of the water losses|100% metering of government and public institutions;No;;;No;ndc;Saint Kitts and Nevis;KNA;Water;Water Infrastructure;
;At least 25% of household SKN;No;;;No;ndc;Saint Kitts and Nevis;KNA;Water;Water Conservation And Reuse;
;0.5 MW waste to energy;No;;;No;ndc;Saint Kitts and Nevis;KNA;Energy;Renewable Energy: Waste-to-Energy;
;At least 7.6 MW wind energy;No;;;No;ndc;Saint Kitts and Nevis;KNA;Energy;Renewable Energy: Wind;
;At least 1859 MW solar energy;No;;;No;ndc;Saint Kitts and Nevis;KNA;Energy;Renewable Energy: Solar;
;At least 35MW geothermal energy;No;;;No;ndc;Saint Kitts and Nevis;KNA;Energy;Renewable Energy: Geothermal;
;-5% in the national fuel consumption;No;;;No;ndc;Saint Kitts and Nevis;KNA;Transportation;Transport: General;
;-50% in losses through smart meters and net metering;No;;;No;ndc;Saint Kitts and Nevis;KNA;Energy;Supply-Side Efficiency: Grid/Energy Loss Reduction;
;50% renewables in electricity generation and the transport sector;No;;;No;ndc;Saint Kitts and Nevis;KNA;Energy;Renewable Energy;
fixed_level_target;5% of the electricity generated in 2013, at least 15% in 2015 and at least 30% by 2020 will originate from renewable energy sources;No;2020;2010;No;law;Saint Lucia;LCA;Energy;Renewable Energy;
baseline_scenario_target;23% reduction in 2030 in GHG emissions compared to the BAU scenario;;;;;;;;;;
;35% renewables in the electricity generation by 2025;;;;;;;;;;
trajectory_target;Reduce projected consumption of fossil fuels in the transport sector by 10% by 2015 and 15% by 2020 by 2015, 2020 against a 2010 baseline;No;2020;2010;No;law;Saint Vincent and the Grenadines;VCT;Transportation;Fuels;
fixed_level_target;30% of electricity from renewable sources by 2015, and 60% by 2020;No;2020;2010;No;law;Saint Vincent and the Grenadines;VCT;Energy;Renewable Energy;
base_year_target;Reduce projected electricity generation by 5% by 2015 and 15% by 2020 by 2015, 2020 against a 2010 baseline;No;2020;2010;No;law;Saint Vincent and the Grenadines;VCT;Energy;Energy Efficiency;
baseline_scenario_target;22% reduction in GHG emissions by 2025 compared to the BAU scenario;No;2025;business as usual scenario;No;ndc;Saint Vincent and the Grenadines;VCT;Economy-wide;Economy Wide;
;Protect 20% of its near shore marine and coastal resources by 2020;No;2020;;No;ndc;Saint Vincent and the Grenadines;VCT;Coastal zones;Coastal Management;
;-15% in electricity consumption below BAU by 2025;No;2025;;No;ndc;Saint Vincent and the Grenadines;VCT;Energy;Energy: General;
base_year_target;100% climate resilient new buildings by 2020;No;2020;2020;No;law;Samoa;WSM;Buildings;Adaptation;
base_year_target;100% renewable electricity capacity by 2017;No;2017;2017;No;law;Samoa;WSM;Energy;Renewable Energy;
base_year_target;10% increase in renewable energy in energy services and supply by 2016 against a 2012 baseline;No;2016;2012;No;law;Samoa;WSM;Energy;Renewable Energy;
base_year_target;10% increase total energy consumption from renewables by 2016 against a 2012 baseline;No;2016;2012;No;law;Samoa;WSM;Energy;Renewable Energy;
base_year_target;20% increase in renewable energy in energy services and supply by 2030 against a 2010 baseline;No;2030;2010;No;law;Samoa;WSM;Energy;Renewable Energy;
base_year_target;20% share of mass production from renewables by 2030;No;2030;2030;No;law;Samoa;WSM;Energy;Renewable Energy;
base_year_target;100% Renewable Energy by 2025;No;2025;2025;No;law;Samoa;WSM;Energy;Renewable Energy;
base_year_target;Carbon neutrality by 2020;No;2020;2020;No;law;Samoa;WSM;Economy-wide;Economy Wide;
not_applicable;Not Applicable;No;2025;N/A;No;ndc;Samoa;WSM;Economy-wide;Economy Wide;
;100% electricity generation from renewable energy by 2025;No;2025;;No;ndc;Samoa;WSM;Energy;Renewable Energy;
base_year_target;20% reduction in GHG emissions by 2030 below 2005 levels;No;2030;2005;No;ndc;San Marino;SMR;Economy-wide;Economy Wide;
;Reduce the illegal and indiscriminate felling of trees by 15%, by 2030;No;2030;;No;ndc;Sao Tome and Principe;STP;LULUCF;Land Degradation;
;BAU scenario expected to have (-630) ktCO2eq of net emission from LULUCF sector;No;;;No;ndc;Sao Tome and Principe;STP;LULUCF;LULUCF/Forestry: General;
;13% Solar PV in the national electricity system;No;;;No;ndc;Sao Tome and Principe;STP;Energy;Renewable Energy: Solar;
;34% Hydro in the national electricity system;No;;;No;ndc;Sao Tome and Principe;STP;Energy;Renewable Energy: Hydro;
baseline_scenario_target;57 ktCO2e (or approxiamtely 24% national emission) reduction in GHG emission by 2030 compared to the BAU scenario;No;2030;business as usual scenario;No;ndc;Sao Tome and Principe;STP;Economy-wide;Economy Wide;
not_applicable;Not Applicable;No;0;N/A;No;ndc;Saudi Arabia;SAU;Economy-wide;Economy Wide;
baseline_scenario_target;3% (unconditional) to 7% (conditional) reduction in 2020, 4% (unconditional) to 15% (conditional) reduction in 2025, and 5% (unconditional) to 21% (conditional) reduction in 2030 in GHG emissions compared to baseline projections;No;2030;N/A;No;ndc;Senegal;SEN;Economy-wide;Economy Wide;
;200 GWh hydropower by 2025;No;2025;;No;ndc;Senegal;SEN;Energy;Renewable Energy: Hydro;
;Reduce emissions derived from bush burning by 30% by 2020 and 90% by 2025 | improve management of natural resources with an aim to reach 1 million ha of forested land by target year | reduce rate of deforestation by 25% by 2023 | improve management of forested land to 60% | protect and reforest 4,000 ha/yr of mangroves | reforestation of 200,000 to 204,000 hectares beginning 2017;No;2025;;No;ndc;Senegal;SEN;LULUCF;LULUCF/Forestry: General;
;-10% GHG emissions by 2030, cement (substitute clinker by CO2);No;2030;;No;ndc;Senegal;SEN;Industry;Cement;
;Rice cultivation and agroforestry to reduce emissions by 0.35% (2020), 0.51% (2025) and 0.63% (2030);No;2030;;No;ndc;Senegal;SEN;Agriculture;Agriculture: General;
;-31% GHG emissions by 2030, 115 MW from biogas, waste-to-energy, methane gas capture, sustainable waste management infrastructure;No;2030;;No;ndc;Senegal;SEN;Waste;Waste: General;
fixed_level_target;27% of gross final energy consumption from renewable energy resources by 2020;No;2020;N/A;No;law;Serbia;SRB;Energy;Renewable Energy;
base_year_target;9.8% reduction in GHG emissions by 2030 compared to 1990;No;2030;1990;No;ndc;Serbia;SRB;Economy-wide;Economy Wide;
baseline_scenario_target;122.5 KtCO2e (or 21.4%) reduction in 2025 and 188 ktCO2e (or 29.0%) reduction in 2030 in GHG emissions compared to baseline projections;No;2030;N/A;No;ndc;Seychelles;SYC;Economy-wide;Economy Wide;
;15-30% reduction in oil imports for transport below BAU by 2030;No;2030;;No;ndc;Seychelles;SYC;Transportation;Transportation Fuels;
;50% of the emissions from landfill methane are captured for flaring;No;;;No;ndc;Seychelles;SYC;Waste;Waste: General;
;26.5 ktCO2e reduction below BAU in 2025 | 50.13 ktCO2e reduction below BAU in 2030;No;2030;;No;ndc;Seychelles;SYC;Transportation;Transport: General;
;Cover 20% hot water needs by 2035;No;2035;;No;ndc;Seychelles;SYC;Energy;Supply-Side Efficiency: Power Generation Efficiency Improvement: Cogeneration Plants;
;-20% energy demand in the service sector;No;;;No;ndc;Seychelles;SYC;Energy;Demand-Side Efficiency: Buildings;
;-10% energy demand in 2035 (-50% energy demand on fans & AC in households by 2035);No;2035;;No;ndc;Seychelles;SYC;Energy;Demand-Side Efficiency: Appliances;
intensity_target;10% reduction in the energy intensity in 2020;No;2020;;No;ndc;Seychelles;SYC;Energy;Demand-Side Efficiency;
;80% of households and services of need have solar water heating by 2035;No;2035;;No;ndc;Seychelles;SYC;Energy;Renewable Energy: Solar;
;15% renewables in the energy supply by 2030 | 5% renewables by 2020;;;;;;;;;;
;15%-30% emission reduction from electricity consumption below BAU by 2030 | 15%-20% emission reduction from electricity generation below BAU by 2030;No;2030;;No;ndc;Seychelles;SYC;Energy;Energy: General;
not_applicable;Not Applicable;No;0;N/A;No;ndc;Sierra Leone;SLE;Economy-wide;Economy Wide;
base_year_target;70% public transportation by 2020;No;2020;2020;No;law;Singapore;SGP;Transportation;Public Transport;
base_year_target;80% Singapore buildings at Green Mark standard by 2030;No;2030;2030;No;law;Singapore;SGP;Buildings;Energy Efficiency;
base_year_target;70% recycling by 2030;No;2030;2030;No;law;Singapore;SGP;Waste;Recycling, Reuse, Reduce;
fixed_level_target;140L domestic water consumption (per capita per day) by 2030;No;2030;2030;No;law;Singapore;SGP;Water;Water Management;
intensity_target;35% energy intensity improvement by 2030 against a 2005 baseline;No;2030;2005;No;law;Singapore;SGP;Energy;Energy Intensity;
intensity_target;36% reduction in emission intensity, peaking in 2030  against a 2005 baseline;No;2030;2005;No;law;Singapore;SGP;Economy-wide;Economy Wide;
base_year_target;16% cut in emissions by 2020 compared with a business as usual scenario;No;2020;Business as usual scenario;No;law;Singapore;SGP;Economy-wide;Economy Wide;
base_year_target;7-11% cut in emissions  by 2020 compared with a business as usual scenario;No;2020;Business as usual scenario;No;law;Singapore;SGP;Economy-wide;Economy Wide;
fixed_level_target;100 ug/m3 8-hour mean O3 by 2020;No;2020;2020;No;law;Singapore;SGP;Economy-wide;Economy Wide;
fixed_level_target;50 ug/m3 24-hour mean SO2 by 2020;No;2020;2020;No;law;Singapore;SGP;Economy-wide;Economy Wide;
fixed_level_target;20 ug/m3 annual mean PM10 by 2020;No;2020;2020;No;law;Singapore;SGP;Economy-wide;Economy Wide;
fixed_level_target;12 ug/m3 annual mean PM2.5 by 2020;No;2020;2020;No;law;Singapore;SGP;Economy-wide;Economy Wide;
base_year_target;Tenfold increase in desalination capacity to meet 30% long term water needs by 2060;No;2060;2011;No;law;Singapore;SGP;Water;Adaptation;
intensity_target_and_trajectory_target;36% reduction in emissions intensity by 2030 compared to 2005 levels, and stabilise its emissions with the aim of peaking around 2030;No;2030;2005;No;ndc;Singapore;SGP;Economy-wide;Economy Wide;
base_year_target;The European Union and its 28 Member States submitted a joint NDC: at least 40% domestic reduction in GHG emissions by 2030 compared to 1990;No;2030;1990;No;ndc;Slovakia;SVK;Economy-wide;Economy Wide;
fixed_level_target;Increase 1,000,000m3/year of woods for carbon sinking by N/A;No;0;N/A;No;law;Slovenia;SVN;LULUCF;Afforestation;
base_year_target;The European Union and its 28 Member States submitted a joint NDC: at least 40% domestic reduction in GHG emissions by 2030 compared to 1990;No;2030;1990;No;ndc;Slovenia;SVN;Economy-wide;Economy Wide;
base_year_target;79% power generation from renewables by 2030;No;2030;2030;No;law;Solomon Islands;SLB;Energy;Renewable Energy;
base_year_target;10.7% increase in energy efficiency and conservation by 2019 against a 2013 baseline;No;2019;2013;No;law;Solomon Islands;SLB;Energy;Energy Efficiency;
baseline_scenario_target;12% (unconditional) to 27% (conditional) reduction by 2025, 30% (unconditional) to 45% (conditional) reduction by 2030, and more than 50% (conditional) reduction by 2050 in GHG emissions compared to the BAU projection;No;2030;business as usual scenario;No;ndc;Solomon Islands;SLB;Economy-wide;Economy Wide;
not_applicable;Not Applicable;No;0;N/A;No;ndc;Somalia;SOM;Economy-wide;Economy Wide;
baseline_scenario_target;A 50% reduction in the specific energy consumption (measured as GJ annual energy consumption per m2 of occupied floor area) by 2030 relative to a 2015 baseline.;No;2030;2015;No;policy;South Africa;ZAF;Energy;Energy Efficiency, Economy Wide;
baseline_scenario_target;A 20% reduction in the energy intensity (measured as energy consumption per head of population served) of municipal service provision. The specific services included are streetlighting, traffic lights, water supply and wastewater treatment.;No;2030;2015;No;policy;South Africa;ZAF;Energy;Energy Efficiency, Economy Wide;
baseline_scenario_target;A 30% reduction in the fossil fuel intensity of municipality vehicle fleets (measured as total fuel consumption by municipal vehicles per head of population served).;No;2030;2015;No;policy;South Africa;ZAF;Transportation;Fuel Efficiency, Disease Surveillance And Control;
baseline_scenario_target;A 33% reduction in the average specific energy consumption of new household appliances purchased in South Africa by 2030 relative to a 2015 baseline.;No;2030;2015;No;policy;South Africa;ZAF;Energy;Energy Efficiency, Buildings;
baseline_scenario_target;A 20% improvement in the average energy performance of the residential building stock by 2030 relative to a 2015 baseline, as measured by the energy consumption (excluding plug loads) per square meter of habitable space.;No;2030;2015;No;policy;South Africa;ZAF;Energy;Energy Efficiency, Renewable Energy;
baseline_scenario_target;A 37% reduction in the specific energy consumption (measured as GJ annual energy consumption per m2 of lettable/habitable floor area) by 2030 relative to a 2015 baseline.;No;2030;2015;No;policy;South Africa;ZAF;Energy;Energy Efficiency, Energy: General;
baseline_scenario_target;A 16% reduction in weighted mean specific energy consumption in manufacturing by 2030 relative to a 2015 baseline.;No;2030;2015;No;policy;South Africa;ZAF;Energy;Energy Efficiency, Economy Wide;
fixed_level_target;A cumulative total annual energy saving of 40 PJ arising from specific energy saving intervention undertaken by mining companies.;No;2030;2015;No;policy;South Africa;ZAF;Energy;Energy Efficiency, Economy Wide;
fixed_level_target;A total electricity saving of 1 PJ through officially supported projects by 2030.;No;;;No;policy;South Africa;ZAF;Energy;Energy Efficiency, Renewable Energy: Hydro;
baseline_scenario_target;A 20% reduction in the average vehicle intensity (measured in MJ/km) of the South African road vehicle fleet relative to a 2015 baseline.;No;2030;2015;No;policy;South Africa;ZAF;Energy;Transportation Fuels, Agriculture: General;
fixed_level_target;A total of 10 PJ of electricity derived from grid-connected cogeneration plant by 2030.;No;2030;2015;No;strategy;South Africa;ZAF;Energy;Energy: General, Economy Wide;
baseline_scenario_target;Average total electricity distribution losses below 8% by 2030, and average non-technical losses below 0.5%.;No;2030;2015;No;strategy;South Africa;ZAF;Energy;Energy Access, Disaster Preparedness;
trajectory_target;South Africa's emissions by 2025 and 2030 will be in a range between 398 and 614 MtCO2eq;No;2030;N/A;No;ndc;South Africa;ZAF;Economy-wide;Economy Wide;
;20% hybrid electric vehicles by 2030;No;2030;;No;ndc;South Africa;ZAF;Transportation;Vehicle Fleet;
;Decarbonization of electricity sector by 2050;No;2050;;No;ndc;South Africa;ZAF;Energy;Energy: General;
base_year_target;Reduction of 25.9 MTCO2e from transportation by 2030 against a 2016 baseline;No;2030;2016;No;law;South Korea;KOR;Transportation;General;
trajectory_target;Supply potential of renewables set as 11% by 2035;No;2035;2014;No;law;South Korea;KOR;Energy;Renewable Energy;
fixed_level_target;20% share of renewables in electricity production by 2030;No;2030;2017;No;law;South Korea;KOR;Energy;Renewable Energy;
base_year_target;Reduction of 28.2 MTCO2e from new energy industries by 2030 against a 2016 baseline;No;2030;2016;No;law;South Korea;KOR;Energy;Renewable Energy;
base_year_target;Reduction of 1 MTCO2e from agriculture and livestock by 2030 against a 2016 baseline;No;2030;2016;No;law;South Korea;KOR;LULUCF;Land Use Change;
base_year_target;Final energy consumption reduced by 13% by 2035 against a 2014 baseline;No;2035;2014;No;law;South Korea;KOR;Energy;Energy Intensity;
base_year_target;Reduction of 3.6 MTCO2e from public and other sectors by 2030 against a 2016 baseline;No;2030;2016;No;law;South Korea;KOR;Energy;Energy Intensity;
base_year_target;The industrial sector, which includes steel, petrochemicals, and 20 other business types, is to reduce 56.4 MTCO2e through energy efficiency improvements, gas development through environmentally friendly processes, refrigerant replacement, innovative technologies, and waste resource use by 2030 against a 2016 baseline;No;2030;2016;No;law;South Korea;KOR;Industry;Energy Intensity;
base_year_target;Reduction of 15% of electricity demand by 2035 against a 2014 baseline;No;2035;2014;No;law;South Korea;KOR;Energy;Energy Efficiency;
base_year_target;Reduction of 3.6 MTCO2e from waste by 2030 against a 2016 baseline;No;2030;2016;No;law;South Korea;KOR;Waste;Waste Reduction;
base_year_target;Reduction of 35.8 MTCO2e from buildings by 2030 against a 2016 baseline;No;2030;2016;No;law;South Korea;KOR;Buildings;Energy Efficiency;
base_year_target;Nuclear energy represent 29% of the energy mix in 2035  by 2035 against a 2014 baseline;No;2035;2014;No;law;South Korea;KOR;Energy;Nuclear;
fixed_level_target;Nuclear to decrease at 36.1% share of electricity production by 2030 against a 2017 baseline;No;2030;2017;No;law;South Korea;KOR;Energy;Nuclear;
fixed_level_target;Coal to decrease at 36.1% share of electricity production by 2030 against a 2017 baseline;No;2030;2017;No;law;South Korea;KOR;Energy;Fuels;
fixed_level_target;Natural gas to reach 18.8% share of electricity production by 2030 against a 2017 baseline;No;2030;2017;No;law;South Korea;KOR;Energy;Fuels;
base_year_target;Reduction of 64.5 MTCO2e in the power generation sector, which is to be achieved through adoption of low-carbon power sources, management of electricity demand, and higher electricity transmission and supply efficiency, by 2030 against a 2016 baseline;No;2030;2016;No;law;South Korea;KOR;Energy;Energy Efficiency;
base_year_target;Allocating 219 MTCO2e reductions among the 315 million tons to reduced by 2030 to eight areas, including power generation, industry, and construction by 2030 compared with a 2016 baseline;No;2030;2016;No;law;South Korea;KOR;Economy-wide;Economy Wide;
baseline_scenario_target;37% reduction in GHG emissions by 2030 compared to the BAU scenario (850.6 MtCO2e);No;2030;business as usual scenario;No;ndc;South Korea;KOR;Economy-wide;Economy Wide;
not_applicable;Not Applicable;No;0;N/A;No;ndc;South Sudan;SSD;Economy-wide;Economy Wide;
;Plant 20 million trees over a period of ten years;No;;;No;ndc;South Sudan;SSD;LULUCF;Afforestation;
fixed_level_target;10% of biofuels in the transport sector by 2020;No;2020;N/A;No;law;Spain;ESP;Transportation;Biofuels;
fixed_level_target;20% of renewable energy by 2020;No;2020;2011;No;law;Spain;ESP;Energy;Renewable Energy;
fixed_level_target;Electricity from renewable sources to reach 32% in 2012 and 37% by 2020;No;2020;N/A;No;law;Spain;ESP;Energy;Renewable Energy;
fixed_level_target;11.3% of renewable energy in the transport sector by 2020;No;2020;2010;No;law;Spain;ESP;Energy;Renewable Energy;
fixed_level_target;38.1% of electricity generation from renewable sources by 2020;No;2020;2010;No;law;Spain;ESP;Energy;Renewable Energy;
fixed_level_target;20.8% of final consumption of energy from renewable sources by 2020;No;2020;2010;No;law;Spain;ESP;Energy;Renewable Energy;
fixed_level_target;20% of renewable energy by 2020;No;2020;2011;No;law;Spain;ESP;Energy;Renewable Energy;
fixed_level_target;Absorb 2% of 1990 emissions through the development of carbon sinks in the LULUCF sector between 2008 and 2012 against a 1990 baseline;No;2012;1990;No;law;Spain;ESP;LULUCF;Carbon Sequestration;
intensity_target;Reduction of energy intensity of 2% p.a. between 2010 and 2020 by 2020 against a 2010 baseline;No;2020;2010;No;law;Spain;ESP;Energy;Energy Intensity;
base_year_target;Reduction of use of primary energy in line with the EU's 20% reduction by 2020 against a 2011 baseline;No;2020;2011;No;law;Spain;ESP;Energy;Energy Efficiency;
base_year_target;The European Union and its 28 Member States submitted a joint NDC: at least 40% domestic reduction in GHG emissions by 2030 compared to 1990;No;2030;1990;No;ndc;Spain;ESP;Economy-wide;Economy Wide;
base_year_target;38% electrical energy supply from hydro and renewables by 2015;No;2015;2015;No;law;Sri Lanka;LKA;Energy;Renewable Energy;
trajectory_target;60% renewables of electricity supply by 2020, then 100% from renewable and indigenous energy sources by 2030;No;2030;2020, 2030;No;law;Sri Lanka;LKA;Energy;Renewable Energy;
base_year_target;20% increase in renewable energy percentage of national grid, from 4.8% baseline by 2020 against a 2008 baseline;No;2020;2008;No;law;Sri Lanka;LKA;Energy;Renewable Energy;
base_year_target;5% reduction of carbon footprint of energy sector by 2025 against a 2014 baseline;No;2025;2014;No;law;Sri Lanka;LKA;Energy;Energy Efficiency;
base_year_target;Reduce electricity network losses to 8%  by 2020;No;2020;2020;No;law;Sri Lanka;LKA;Energy;Energy Efficiency;
baseline_scenario_target;Increase the share of electricity generation from renewable energy sources from 50% in 2014 to 60% by 2020 and finally to meet the total demand from renewable and other indigenous energy sources by 2030.;No;2020;2014;No;plan;Sri Lanka;LKA;Energy;Renewable Energy, Irrigation;
fixed_level_target;Increase the electricity generation capacity of the system from 4.050 MW to 6.400 MW by 2025.;No;2025;2014;No;plan;Sri Lanka;LKA;Energy;Energy: General, Water Infrastructure;
fixed_level_target;Generate a minimum 1.000 MW of electricity using indigenous gas resources discovered in Mannar basin by 2020.;No;2020;2014;No;plan;Sri Lanka;LKA;Energy;Energy: General, Irrigation;
intensity_target;Increase generation capacity of low cost thermal power plants fired by natural gas and biomass to 2,000 MW to reduce the generation costs and to diversify generation mix by 2020.;No;2020;2014;No;plan;Sri Lanka;LKA;Energy;Renewable Energy, Climate Smart Agriculture;
fixed_level_target;Reduce the technical and commercial losses of the electricity transmission and distribution network from 11% to 8% by 2020.;No;2020;2014;No;plan;Sri Lanka;LKA;Energy;Energy Efficiency, Water Infrastructure;
fixed_level_target;Reduce the petroleum fuel use in the transport sub-sector by 5% by introducing alternative strategies such as efficient modes of transport and electrification of transport by 2020.;No;2020;2014;No;plan;Sri Lanka;LKA;Transportation;Transport: General, Land And Soil Management;
fixed_level_target;Produce the total petroleum product demand of the country through our own refinery by 2025.;No;2025;2014;No;plan;Sri Lanka;LKA;Energy;Energy Access, Agriculture: General;
fixed_level_target;Reduce the carbon footprint of the energy sector by 5% by 2025.;No;2025;;No;plan;Sri Lanka;LKA;Energy;Energy Intensity, Sustainable Land Management;
baseline_scenario_target;4% (unconditional) to 20% (conditional) reduction in GHG emissions from the energy sector, and 3% (unconditional) to 10% (conditional) from other sectors (transport, industry, forests and waste) by 2030 compared to the BAU scenario;No;2030;N/A;No;ndc;Sri Lanka;LKA;Economy-wide;Economy Wide;
;Designing and implementing comprehensive solid waste management strategies for 40% to 60% of LAs before 2030.;No;2030;;No;ndc;Sri Lanka;LKA;Waste;Solid Waste;
;Increase the forest cover of Sri Lanka from 29% to 32% by 2030.;No;2030;;No;ndc;Sri Lanka;LKA;LULUCF;Afforestation;
;Establishment of energy efficient and environmentally sustainable transport systems by 2030.;No;2030;;No;ndc;Sri Lanka;LKA;Transportation;Transportation Planning;
;Reduce unproductive vehicles by 50% in 2025;No;2025;;No;ndc;Sri Lanka;LKA;Transportation;Vehicle Fleet;
;Increase the share of renewable energy from the existing 50%, to 60% in 2020.;No;2020;;No;ndc;Sri Lanka;LKA;Energy;Renewable Energy;
;Establishment of 176 MW of mini hydro power plants;No;;;No;ndc;Sri Lanka;LKA;Energy;Renewable Energy: Hydro;
;Establishment of 105 MW of biomass power plants;No;;;No;ndc;Sri Lanka;LKA;Energy;Renewable Energy: Biofuels;
;Establishment of 115 MW of solar power plants;No;;;No;ndc;Sri Lanka;LKA;Energy;Renewable Energy: Solar;
;Establishment of large scale wind power plants of 514 MW;No;;;No;ndc;Sri Lanka;LKA;Energy;Renewable Energy: Wind;
;Reduce the GHG emissions against BAU scenario by 10% in the sector by 2030;No;2030;;No;ndc;Sri Lanka;LKA;Industry;Industries: General;
;Reduce the GHG emissions against BAU scenario by 10% in the sector by 2030;No;2030;;No;ndc;Sri Lanka;LKA;Waste;Waste: General;
;Reduce the GHG emissions against BAU scenario by 10% in the sector by 2030;No;2030;;No;ndc;Sri Lanka;LKA;LULUCF;LULUCF/Forestry: General;
;Reduce the GHG emissions against BAU scenario by 10% in the sector by 2030;No;2030;;No;ndc;Sri Lanka;LKA;Transportation;Transport: General;
;Reduce the GHG emissions against BAU scenario by 20% in the energy sector by 2030;No;2030;;No;ndc;Sri Lanka;LKA;Energy;Energy: General;
not_applicable;Not Applicable;No;0;N/A;No;ndc;Sudan;SDN;Economy-wide;Economy Wide;
;25%  forest coverage by 2030;No;2030;;No;ndc;Sudan;SDN;LULUCF;LULUCF/Forestry: General;
;2300 MW power production by using natural gas;No;;;No;ndc;Sudan;SDN;Energy;Gas;
base_year_target;6500 GWh energy savings;No;;;No;ndc;Sudan;SDN;Energy;Energy Efficiency;
;50 MW grid connected small hydro plants;No;;;No;ndc;Sudan;SDN;Energy;Renewable Energy: Hydro;
;300 MW geothermal;No;;;No;ndc;Sudan;SDN;Energy;Renewable Energy: Geothermal;
;80 MW grid connected biomass;No;;;No;ndc;Sudan;SDN;Energy;Renewable Energy: Biofuels;
;80 MW grid connected waste to energy;No;;;No;ndc;Sudan;SDN;Energy;Renewable Energy: Waste-to-Energy;
;1000 MW on- and off- grid solar PV energy;;;;;;;;;;
